Date,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
15/08/20,Uttarakhand,-,-,7502,147,11615
15/08/20,Uttar Pradesh,-,-,92526,2335,145287
15/08/20,West Bengal,-,-,81189,2319,110358
16/08/20,Andaman and Nicobar Islands,-,-,1128,24,2306
16/08/20,Andhra Pradesh,-,-,191117,2562,281817
16/08/20,Arunachal Pradesh,-,-,1771,5,2658
16/08/20,Assam,-,-,53286,182,75558
16/08/20,Bihar,-,-,68510,450,101551
16/08/20,Chandigarh,-,-,1118,28,2009
16/08/20,Chhattisgarh,-,-,10046,134,14987
16/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1384,2,1843
16/08/20,Delhi,-,-,136251,4188,151928
16/08/20,Goa,-,-,7488,98,11339
16/08/20,Gujarat,-,-,60553,2765,77559
16/08/20,Haryana,-,-,38939,528,46410
16/08/20,Himachal Pradesh,-,-,2632,19,3993
16/08/20,Jammu and Kashmir,-,-,20676,527,28021
16/08/20,Jharkhand,-,-,14024,228,22389
16/08/20,Karnataka,-,-,134811,3831,219926
16/08/20,Kerala,-,-,27795,146,42885
16/08/20,Ladakh,-,-,1307,10,1909
16/08/20,Madhya Pradesh,-,-,33353,1094,44433
16/08/20,Maharashtra,-,-,408286,19749,584754
16/08/20,Manipur,-,-,2438,13,4390
16/08/20,Meghalaya,-,-,596,6,1292
16/08/20,Mizoram,-,-,356,0,777
16/08/20,Nagaland,-,-,1321,8,3340
16/08/20,Odisha,-,-,40727,333,57126
16/08/20,Puducherry,-,-,4224,106,7354
16/08/20,Punjab,-,-,18863,771,30041
16/08/20,Rajasthan,-,-,45254,862,59979
16/08/20,Sikkim,-,-,661,1,1148
16/08/20,Tamil Nadu,-,-,272251,5641,332105
16/08/20,Telengana,-,-,68126,693,91361
16/08/20,Tripura,-,-,5151,55,7061
16/08/20,Uttarakhand,-,-,7748,151,11940
16/08/20,Uttar Pradesh,-,-,96231,2393,150061
16/08/20,West Bengal,-,-,83836,2377,113432
17/08/20,Andaman and Nicobar Islands,-,-,1226,28,2399
17/08/20,Andhra Pradesh,-,-,201234,2650,289829
17/08/20,Arunachal Pradesh,-,-,1808,5,2701
17/08/20,Assam,-,-,55215,189,76875
17/08/20,Bihar,-,-,72324,461,103844
17/08/20,Chandigarh,-,-,1137,29,2102
17/08/20,Chhattisgarh,-,-,10235,141,15471
17/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1431,2,1878
17/08/20,Delhi,-,-,137561,4196,152580
17/08/20,Goa,-,-,7775,104,11639
17/08/20,Gujarat,-,-,61512,2785,78680
17/08/20,Haryana,-,-,39601,538,47153
17/08/20,Himachal Pradesh,-,-,2720,19,4156
17/08/20,Jammu and Kashmir,-,-,20943,542,28470
17/08/20,Jharkhand,-,-,14699,244,23055
17/08/20,Karnataka,-,-,141491,3947,226966
17/08/20,Kerala,-,-,28894,156,44415
17/08/20,Ladakh,-,-,1356,14,1948
17/08/20,Madhya Pradesh,-,-,34038,1105,45455
17/08/20,Maharashtra,-,-,417123,20037,595865
17/08/20,Manipur,-,-,2632,16,4569
17/08/20,Meghalaya,-,-,675,6,1374
17/08/20,Mizoram,-,-,371,0,789
17/08/20,Nagaland,-,-,1422,8,3394
17/08/20,Odisha,-,-,42277,343,60050
17/08/20,Puducherry,-,-,4443,110,7732
17/08/20,Punjab,-,-,19431,812,31206
17/08/20,Rajasthan,-,-,46604,876,61296
17/08/20,Sikkim,-,-,673,1,1167
17/08/20,Tamil Nadu,-,-,278270,5766,338055
17/08/20,Telengana,-,-,70132,703,92255
17/08/20,Tripura,-,-,5286,59,7204
17/08/20,Uttarakhand,-,-,8100,152,12175
17/08/20,Uttar Pradesh,-,-,100432,2449,154418
17/08/20,West Bengal,-,-,86771,2428,116498
18/08/20,Andaman and Nicobar Islands,-,-,1325,29,2445
18/08/20,Andhra Pradesh,-,-,209100,2732,296609
18/08/20,Arunachal Pradesh,-,-,1893,5,2741
18/08/20,Assam,-,-,56734,197,79667
18/08/20,Bihar,-,-,76452,468,106307
18/08/20,Chandigarh,-,-,1183,30,2216
18/08/20,Chhattisgarh,-,-,10598,150,16025
18/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1459,2,1908
18/08/20,Delhi,-,-,138301,4214,153367
18/08/20,Goa,-,-,8058,111,11994
18/08/20,Gujarat,-,-,62595,2800,79710
18/08/20,Haryana,-,-,40610,550,48040
18/08/20,Himachal Pradesh,-,-,2834,19,4174
18/08/20,Jammu and Kashmir,-,-,21296,548,28892
18/08/20,Jharkhand,-,-,15051,250,23752
18/08/20,Karnataka,-,-,148562,4062,233283
18/08/20,Kerala,-,-,30025,169,46140
18/08/20,Ladakh,-,-,1368,14,1966
18/08/20,Madhya Pradesh,-,-,35025,1128,46385
18/08/20,Maharashtra,-,-,428514,20265,604358
18/08/20,Manipur,-,-,2734,17,4687
18/08/20,Meghalaya,-,-,679,6,1418
18/08/20,Mizoram,-,-,372,0,789
18/08/20,Nagaland,-,-,1530,8,3455
18/08/20,Odisha,-,-,43780,353,62294
18/08/20,Puducherry,-,-,4627,114,8029
18/08/20,Punjab,-,-,20180,863,32696
18/08/20,Rajasthan,-,-,47654,887,62630
18/08/20,Sikkim,-,-,701,1,1187
18/08/20,Tamil Nadu,-,-,283937,5886,343945
18/08/20,Telengana,-,-,72202,711,93937
18/08/20,Tripura,-,-,5404,62,7409
18/08/20,Uttarakhand,-,-,8485,158,12493
18/08/20,Uttar Pradesh,-,-,104808,2515,158216
18/08/20,West Bengal,-,-,89703,2473,119578
19/08/20,Andaman and Nicobar Islands,-,-,1421,30,2529
19/08/20,Andhra Pradesh,-,-,218311,2820,306261
19/08/20,Arunachal Pradesh,-,-,1949,5,2875
19/08/20,Assam,-,-,58294,203,82201
19/08/20,Bihar,-,-,80330,476,109498
19/08/20,Chandigarh,-,-,1243,30,2305
19/08/20,Chhattisgarh,-,-,10847,158,16833
19/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1524,2,1951
19/08/20,Delhi,-,-,139447,4226,154741
19/08/20,Goa,-,-,8356,116,12333
19/08/20,Gujarat,-,-,63703,2820,80802
19/08/20,Haryana,-,-,41298,557,48936
19/08/20,Himachal Pradesh,-,-,2923,19,4235
19/08/20,Jammu and Kashmir,-,-,21886,561,29326
19/08/20,Jharkhand,-,-,15507,262,24477
19/08/20,Karnataka,-,-,156949,4201,240948
19/08/20,Kerala,-,-,31390,175,47898
19/08/20,Ladakh,-,-,1395,17,2010
19/08/20,Madhya Pradesh,-,-,35713,1141,47375
19/08/20,Maharashtra,-,-,437870,20687,615477
19/08/20,Manipur,-,-,2789,18,4765
19/08/20,Meghalaya,-,-,685,6,1457
19/08/20,Mizoram,-,-,379,0,860
19/08/20,Nagaland,-,-,1664,8,3520
19/08/20,Odisha,-,-,45315,362,64533
19/08/20,Puducherry,-,-,4909,123,8396
19/08/20,Punjab,-,-,21762,898,34400
19/08/20,Rajasthan,-,-,48960,898,63977
19/08/20,Sikkim,-,-,755,2,1207
19/08/20,Tamil Nadu,-,-,289787,6007,349654
19/08/20,Telengana,-,-,73991,719,95700
19/08/20,Tripura,-,-,5497,65,7645
19/08/20,Uttarakhand,-,-,8724,164,12961
19/08/20,Uttar Pradesh,-,-,109607,2585,162434
19/08/20,West Bengal,-,-,92690,2528,122753
20/08/20,Andaman and Nicobar Islands,-,-,1529,30,2604
20/08/20,Andhra Pradesh,-,-,226372,2906,316003
20/08/20,Arunachal Pradesh,-,-,2022,5,2950
20/08/20,Assam,-,-,60348,213,84317
20/08/20,Bihar,-,-,84404,487,112437
20/08/20,Chandigarh,-,-,1351,31,2396
20/08/20,Chhattisgarh,-,-,11185,161,17485
20/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1604,2,1995
20/08/20,Delhi,-,-,140767,4235,156139
20/08/20,Goa,-,-,8713,124,12675
20/08/20,Gujarat,-,-,64823,2837,81942
20/08/20,Haryana,-,-,42056,567,49930
20/08/20,Himachal Pradesh,-,-,2992,19,4411
20/08/20,Jammu and Kashmir,-,-,22497,572,30034
20/08/20,Jharkhand,-,-,16175,277,26090
20/08/20,Karnataka,-,-,164150,4327,249590
20/08/20,Kerala,-,-,32607,182,50231
20/08/20,Ladakh,-,-,1397,18,2048
20/08/20,Madhya Pradesh,-,-,36475,1159,48351
20/08/20,Maharashtra,-,-,446881,21033,628642
20/08/20,Manipur,-,-,2885,18,4876
20/08/20,Meghalaya,-,-,694,6,1506
20/08/20,Mizoram,-,-,384,0,873
20/08/20,Nagaland,-,-,1706,8,3558
20/08/20,Odisha,-,-,46936,372,67122
20/08/20,Puducherry,-,-,5312,129,8750
20/08/20,Punjab,-,-,22703,921,36084
20/08/20,Rajasthan,-,-,49963,910,65289
20/08/20,Sikkim,-,-,789,3,1232
20/08/20,Tamil Nadu,-,-,296171,6123,355449
20/08/20,Telengana,-,-,75186,729,97424
20/08/20,Tripura,-,-,5565,65,7835
20/08/20,Uttarakhand,-,-,9132,178,13225
20/08/20,Uttar Pradesh,-,-,115227,2638,167510
20/08/20,West Bengal,-,-,95663,2581,125922
21/08/20,Andaman and Nicobar Islands,-,-,1638,31,2680
21/08/20,Andhra Pradesh,-,-,235218,3001,325396
21/08/20,Arunachal Pradesh,-,-,2093,5,3066
21/08/20,Assam,-,-,63120,221,86052
21/08/20,Bihar,-,-,87660,492,114941
21/08/20,Chandigarh,-,-,1390,31,2515
21/08/20,Chhattisgarh,-,-,11739,168,18501
21/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1627,2,2030
21/08/20,Delhi,-,-,141826,4257,157354
21/08/20,Goa,-,-,9063,126,13099
21/08/20,Gujarat,-,-,65946,2853,83107
21/08/20,Haryana,-,-,42793,578,50926
21/08/20,Himachal Pradesh,-,-,3085,23,4538
21/08/20,Jammu and Kashmir,-,-,23225,578,30717
21/08/20,Jharkhand,-,-,17057,286,26753
21/08/20,Karnataka,-,-,170381,4429,256975
21/08/20,Kerala,-,-,33824,191,52199
21/08/20,Ladakh,-,-,1436,18,2077
21/08/20,Madhya Pradesh,-,-,37540,1171,49493
21/08/20,Maharashtra,-,-,459124,21359,643289
21/08/20,Manipur,-,-,3002,18,4925
21/08/20,Meghalaya,-,-,730,6,1661
21/08/20,Mizoram,-,-,402,0,895
21/08/20,Nagaland,-,-,1921,8,3583
21/08/20,Odisha,-,-,48577,380,70020
21/08/20,Puducherry,-,-,5634,137,9292
21/08/20,Punjab,-,-,23037,957,37824
21/08/20,Rajasthan,-,-,51190,921,66619
21/08/20,Sikkim,-,-,827,3,1290
21/08/20,Tamil Nadu,-,-,301913,6239,361435
21/08/20,Telengana,-,-,76967,737,99391
21/08/20,Tripura,-,-,5649,69,8091
21/08/20,Uttarakhand,-,-,9433,187,13636
21/08/20,Uttar Pradesh,-,-,121090,2733,172334
21/08/20,West Bengal,-,-,98789,2634,129119
22/08/20,Andaman and Nicobar Islands,-,-,1744,32,2747
22/08/20,Andhra Pradesh,-,-,244045,3092,334940
22/08/20,Arunachal Pradesh,-,-,2125,5,3126
22/08/20,Assam,-,-,65596,227,87908
22/08/20,Bihar,-,-,91552,498,117413
22/08/20,Chandigarh,-,-,1426,33,2631
22/08/20,Chhattisgarh,-,-,12022,180,19510
22/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1652,2,2082
22/08/20,Delhi,-,-,142908,4270,158604
22/08/20,Goa,-,-,9540,135,13484
22/08/20,Gujarat,-,-,67267,2867,84311
22/08/20,Haryana,-,-,43413,585,52129
22/08/20,Himachal Pradesh,-,-,3234,25,4728
22/08/20,Jammu and Kashmir,-,-,23805,593,31371
22/08/20,Jharkhand,-,-,18372,297,28196
22/08/20,Karnataka,-,-,176942,4522,264546
22/08/20,Kerala,-,-,35243,203,54182
22/08/20,Ladakh,-,-,1449,19,2133
22/08/20,Madhya Pradesh,-,-,38527,1185,50640
22/08/20,Maharashtra,-,-,470873,21698,657450
22/08/20,Manipur,-,-,3261,20,5049
22/08/20,Meghalaya,-,-,749,6,1718
22/08/20,Mizoram,-,-,420,0,903
22/08/20,Nagaland,-,-,2074,8,3619
22/08/20,Odisha,-,-,50504,390,72718
22/08/20,Puducherry,-,-,5934,143,9594
22/08/20,Punjab,-,-,23893,991,39327
22/08/20,Rajasthan,-,-,52496,933,67954
22/08/20,Sikkim,-,-,834,3,1336
22/08/20,Tamil Nadu,-,-,307677,6340,367430
22/08/20,Telengana,-,-,78735,744,101865
22/08/20,Tripura,-,-,6061,70,8371
22/08/20,Uttarakhand,-,-,9676,192,14083
22/08/20,Uttar Pradesh,-,-,126657,2797,177239
22/08/20,West Bengal,-,-,101871,2689,132364
23/08/20,Andaman and Nicobar Islands,-,-,1853,32,2808
23/08/20,Andhra Pradesh,-,-,252638,3189,345216
23/08/20,Arunachal Pradesh,-,-,2228,5,3223
23/08/20,Assam,-,-,67641,234,89468
23/08/20,Bihar,-,-,94858,503,119529
23/08/20,Chandigarh,-,-,1471,33,2776
23/08/20,Chhattisgarh,-,-,12394,189,20078
23/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1702,2,2120
23/08/20,Delhi,-,-,144138,4284,160016
23/08/20,Goa,-,-,10019,140,13790
23/08/20,Gujarat,-,-,68243,2881,85523
23/08/20,Haryana,-,-,44013,597,53290
23/08/20,Himachal Pradesh,-,-,3341,29,4895
23/08/20,Jammu and Kashmir,-,-,24398,608,31981
23/08/20,Jharkhand,-,-,18507,308,28571
23/08/20,Karnataka,-,-,184568,4615,271876
23/08/20,Kerala,-,-,36535,218,56354
23/08/20,Ladakh,-,-,1469,21,2210
23/08/20,Madhya Pradesh,-,-,39399,1206,51866
23/08/20,Maharashtra,-,-,480114,21995,671942
23/08/20,Manipur,-,-,3455,22,5132
23/08/20,Meghalaya,-,-,769,7,1811
23/08/20,Mizoram,-,-,423,0,917
23/08/20,Nagaland,-,-,2166,9,3635
23/08/20,Odisha,-,-,52277,399,75537
23/08/20,Puducherry,-,-,6307,151,10112
23/08/20,Punjab,-,-,24302,1036,40643
23/08/20,Rajasthan,-,-,54144,944,69264
23/08/20,Sikkim,-,-,871,3,1381
23/08/20,Tamil Nadu,-,-,313280,6420,373410
23/08/20,Telengana,-,-,80586,755,104249
23/08/20,Tripura,-,-,6182,72,8702
23/08/20,Uttarakhand,-,-,10021,195,14566
23/08/20,Uttar Pradesh,-,-,131295,2867,182453
23/08/20,West Bengal,-,-,104959,2737,135596
24/08/20,Andaman and Nicobar Islands,-,-,1963,33,2860
24/08/20,Andhra Pradesh,-,-,260087,3282,353111
24/08/20,Arunachal Pradesh,-,-,2297,5,3263
24/08/20,Assam,-,-,70900,242,90740
24/08/20,Bihar,-,-,98325,511,121947
24/08/20,Chandigarh,-,-,1492,37,2918
24/08/20,Chhattisgarh,-,-,12931,197,20918
24/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1753,2,2161
24/08/20,Delhi,-,-,145388,4300,161466
24/08/20,Goa,-,-,10472,144,13999
24/08/20,Gujarat,-,-,69212,2895,86624
24/08/20,Haryana,-,-,44822,603,54386
24/08/20,Himachal Pradesh,-,-,3461,29,5001
24/08/20,Jammu and Kashmir,-,-,24832,617,32647
24/08/20,Jharkhand,-,-,19629,312,29677
24/08/20,Karnataka,-,-,189564,4683,277814
24/08/20,Kerala,-,-,37645,223,58262
24/08/20,Ladakh,-,-,1491,23,2279
24/08/20,Madhya Pradesh,-,-,40390,1229,53129
24/08/20,Maharashtra,-,-,488271,22253,682383
24/08/20,Manipur,-,-,3616,22,5246
24/08/20,Meghalaya,-,-,776,8,1917
24/08/20,Mizoram,-,-,459,0,918
24/08/20,Nagaland,-,-,2294,9,3686
24/08/20,Odisha,-,-,54406,409,78530
24/08/20,Puducherry,-,-,6657,159,10522
24/08/20,Punjab,-,-,26528,1086,41779
24/08/20,Rajasthan,-,-,55324,955,70609
24/08/20,Sikkim,-,-,871,3,1403
24/08/20,Tamil Nadu,-,-,319327,6517,379385
24/08/20,Telengana,-,-,82411,761,106091
24/08/20,Tripura,-,-,6341,73,8902
24/08/20,Uttarakhand,-,-,10480,200,15124
24/08/20,Uttar Pradesh,-,-,135613,2926,187781
24/08/20,West Bengal,-,-,108007,2794,138870
25/08/20,Andaman and Nicobar Islands,-,-,2092,35,2904
25/08/20,Andhra Pradesh,-,-,268828,3368,361712
25/08/20,Arunachal Pradesh,-,-,2427,5,3312
25/08/20,Assam,-,-,73090,252,92619
25/08/20,Bihar,-,-,101292,514,123198
25/08/20,Chandigarh,-,-,1646,37,3035
25/08/20,Chhattisgarh,-,-,13424,206,22054
25/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1786,2,2181
25/08/20,Delhi,-,-,146588,4313,162527
25/08/20,Goa,-,-,10909,148,14138
25/08/20,Gujarat,-,-,70231,2908,87691
25/08/20,Haryana,-,-,45405,613,55460
25/08/20,Himachal Pradesh,-,-,3584,29,5101
25/08/20,Jammu and Kashmir,-,-,25205,624,33075
25/08/20,Jharkhand,-,-,20870,330,31005
25/08/20,Karnataka,-,-,197625,4810,283665
25/08/20,Kerala,-,-,38883,234,59504
25/08/20,Ladakh,-,-,1517,23,2330
25/08/20,Madhya Pradesh,-,-,41231,1246,54421
25/08/20,Maharashtra,-,-,502490,22465,693398
25/08/20,Manipur,-,-,3714,22,5362
25/08/20,Meghalaya,-,-,789,8,1976
25/08/20,Mizoram,-,-,461,0,953
25/08/20,Nagaland,-,-,2396,9,3714
25/08/20,Odisha,-,-,56925,419,81479
25/08/20,Puducherry,-,-,6942,164,10859
25/08/20,Punjab,-,-,28357,1129,43284
25/08/20,Rajasthan,-,-,56600,967,71955
25/08/20,Sikkim,-,-,934,3,1446
25/08/20,Tamil Nadu,-,-,325456,6614,385352
25/08/20,Telengana,-,-,84163,770,108670
25/08/20,Tripura,-,-,6414,78,9195
25/08/20,Uttarakhand,-,-,10912,207,15529
25/08/20,Uttar Pradesh,-,-,140107,2987,192382
25/08/20,West Bengal,-,-,111292,2851,141837
26/08/20,Andaman and Nicobar Islands,-,-,2231,37,2945
26/08/20,Andhra Pradesh,-,-,278247,3460,371639
26/08/20,Arunachal Pradesh,-,-,2508,5,3412
26/08/20,Assam,-,-,74814,260,94592
26/08/20,Bihar,-,-,104301,519,124536
26/08/20,Chandigarh,-,-,1713,40,3209
26/08/20,Chhattisgarh,-,-,13732,221,23341
26/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1820,2,2203
26/08/20,Delhi,-,-,147743,4330,164071
26/08/20,Goa,-,-,11224,157,14530
26/08/20,Gujarat,-,-,71236,2928,88805
26/08/20,Haryana,-,-,46496,623,56608
26/08/20,Himachal Pradesh,-,-,3748,30,5154
26/08/20,Jammu and Kashmir,-,-,25594,638,33776
26/08/20,Jharkhand,-,-,21388,347,31973
26/08/20,Karnataka,-,-,204439,4958,291826
26/08/20,Kerala,-,-,40339,244,61879
26/08/20,Ladakh,-,-,1549,24,2420
26/08/20,Madhya Pradesh,-,-,42310,1265,55800
26/08/20,Maharashtra,-,-,514790,22794,703823
26/08/20,Manipur,-,-,3812,24,5444
26/08/20,Meghalaya,-,-,832,8,2018
26/08/20,Mizoram,-,-,464,0,967
26/08/20,Nagaland,-,-,2611,9,3752
26/08/20,Odisha,-,-,59470,428,84231
26/08/20,Puducherry,-,-,7273,172,11426
26/08/20,Punjab,-,-,29145,1178,44577
26/08/20,Rajasthan,-,-,58126,980,73325
26/08/20,Sikkim,-,-,1054,3,1475
26/08/20,Tamil Nadu,-,-,332454,6721,391303
26/08/20,Telengana,-,-,85223,780,111688
26/08/20,Tripura,-,-,6574,83,9523
26/08/20,Uttarakhand,-,-,11201,213,16014
26/08/20,Uttar Pradesh,-,-,144754,3059,197388
26/08/20,West Bengal,-,-,114543,2909,144801
27/08/20,Andaman and Nicobar Islands,-,-,2309,41,2985
27/08/20,Andhra Pradesh,-,-,286720,3541,382469
27/08/20,Arunachal Pradesh,-,-,2563,5,3555
27/08/20,Assam,-,-,76962,274,96771
27/08/20,Bihar,-,-,106361,530,126714
27/08/20,Chandigarh,-,-,1796,41,3376
27/08/20,Chhattisgarh,-,-,14145,231,24550
27/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1862,2,2228
27/08/20,Delhi,-,-,148897,4347,165764
27/08/20,Goa,-,-,11511,165,15027
27/08/20,Gujarat,-,-,72282,2945,89994
27/08/20,Haryana,-,-,47613,634,58005
27/08/20,Himachal Pradesh,-,-,3810,32,5321
27/08/20,Jammu and Kashmir,-,-,26193,657,34480
27/08/20,Jharkhand,-,-,22349,362,33046
27/08/20,Karnataka,-,-,211688,5091,300406
27/08/20,Kerala,-,-,41690,257,64355
27/08/20,Ladakh,-,-,1580,25,2451
27/08/20,Madhya Pradesh,-,-,43246,1282,56864
27/08/20,Maharashtra,-,-,522427,23089,718711
27/08/20,Manipur,-,-,3829,25,5585
27/08/20,Meghalaya,-,-,874,8,2050
27/08/20,Mizoram,-,-,473,0,967
27/08/20,Nagaland,-,-,2611,9,3778
27/08/20,Odisha,-,-,62813,441,87602
27/08/20,Puducherry,-,-,7486,180,11930
27/08/20,Punjab,-,-,30231,1219,46090
27/08/20,Rajasthan,-,-,59579,992,74670
27/08/20,Sikkim,-,-,1076,3,1486
27/08/20,Tamil Nadu,-,-,338060,6839,397261
27/08/20,Telengana,-,-,86095,788,114483
27/08/20,Tripura,-,-,6697,85,9908
27/08/20,Uttarakhand,-,-,11524,219,16549
27/08/20,Uttar Pradesh,-,-,148562,3149,203028
27/08/20,West Bengal,-,-,117857,2964,147775
28/08/20,Andaman and Nicobar Islands,-,-,2374,42,3018
28/08/20,Andhra Pradesh,-,-,295248,3633,393090
28/08/20,Arunachal Pradesh,-,-,2621,5,3633
28/08/20,Assam,-,-,79307,278,98807
28/08/20,Bihar,-,-,109175,538,128780
28/08/20,Chandigarh,-,-,1977,43,3564
28/08/20,Chhattisgarh,-,-,14607,245,25988
28/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1916,2,2266
28/08/20,Delhi,-,-,150027,4369,167604
28/08/20,Goa,-,-,11867,171,15483
28/08/20,Gujarat,-,-,73475,2962,91179
28/08/20,Haryana,-,-,48690,646,59298
28/08/20,Himachal Pradesh,-,-,4008,33,5501
28/08/20,Jammu and Kashmir,-,-,26721,671,35135
28/08/20,Jharkhand,-,-,22927,373,34396
28/08/20,Karnataka,-,-,219554,5232,309792
28/08/20,Kerala,-,-,43757,267,66761
28/08/20,Ladakh,-,-,1640,27,2492
28/08/20,Madhya Pradesh,-,-,44453,1306,58181
28/08/20,Maharashtra,-,-,531563,23444,733568
28/08/20,Manipur,-,-,3957,25,5725
28/08/20,Meghalaya,-,-,899,8,2129
28/08/20,Mizoram,-,-,500,0,974
28/08/20,Nagaland,-,-,2735,9,3784
28/08/20,Odisha,-,-,65323,448,90986
28/08/20,Puducherry,-,-,7761,190,12434
28/08/20,Punjab,-,-,30972,1256,47836
28/08/20,Rajasthan,-,-,60585,1005,76015
28/08/20,Sikkim,-,-,1151,3,1542
28/08/20,Tamil Nadu,-,-,343930,6948,403242
28/08/20,Telengana,-,-,87675,799,117415
28/08/20,Tripura,-,-,6839,89,10414
28/08/20,Uttarakhand,-,-,11775,228,17277
28/08/20,Uttar Pradesh,-,-,152893,3217,208419
28/08/20,West Bengal,-,-,121046,3017,150772
29/08/20,Andaman and Nicobar Islands,-,-,2444,42,3050
29/08/20,Andhra Pradesh,-,-,303711,3714,403616
29/08/20,Arunachal Pradesh,-,-,2709,5,3745
29/08/20,Assam,-,-,81070,286,101367
29/08/20,Bihar,-,-,112452,558,131057
29/08/20,Chandigarh,-,-,2107,45,3724
29/08/20,Chhattisgarh,-,-,15109,251,27233
29/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1960,2,2290
29/08/20,Delhi,-,-,151473,4389,169412
29/08/20,Goa,-,-,12296,175,16006
29/08/20,Gujarat,-,-,74525,2976,92452
29/08/20,Haryana,-,-,49710,661,60596
29/08/20,Himachal Pradesh,-,-,4149,33,5637
29/08/20,Jammu and Kashmir,-,-,27372,678,35831
29/08/20,Jharkhand,-,-,23850,381,35321
29/08/20,Karnataka,-,-,227018,5368,318752
29/08/20,Kerala,-,-,45854,274,69304
29/08/20,Ladakh,-,-,1714,28,2540
29/08/20,Madhya Pradesh,-,-,45396,1323,59433
29/08/20,Maharashtra,-,-,543170,23775,747995
29/08/20,Manipur,-,-,4057,27,5843
29/08/20,Meghalaya,-,-,958,10,2240
29/08/20,Mizoram,-,-,509,0,1003
29/08/20,Nagaland,-,-,2850,9,3805
29/08/20,Odisha,-,-,67826,456,94668
29/08/20,Puducherry,-,-,8080,199,13024
29/08/20,Punjab,-,-,33008,1307,49378
29/08/20,Rajasthan,-,-,62033,1017,77370
29/08/20,Sikkim,-,-,1184,3,1576
29/08/20,Tamil Nadu,-,-,349682,7050,409238
29/08/20,Telengana,-,-,89350,808,120166
29/08/20,Tripura,-,-,7037,94,10857
29/08/20,Uttarakhand,-,-,12124,239,17865
29/08/20,Uttar Pradesh,-,-,157879,3294,213824
29/08/20,West Bengal,-,-,124332,3073,153754
30/08/20,Andaman and Nicobar Islands,-,-,2519,44,3081
30/08/20,Andhra Pradesh,-,-,312687,3796,414164
30/08/20,Arunachal Pradesh,-,-,2754,5,3877
30/08/20,Assam,-,-,82510,289,103794
30/08/20,Bihar,-,-,114772,561,133003
30/08/20,Chandigarh,-,-,2248,45,3985
30/08/20,Chhattisgarh,-,-,15818,262,28746
30/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,1998,2,2306
30/08/20,Delhi,-,-,152922,4404,171366
30/08/20,Goa,-,-,12729,178,16553
30/08/20,Gujarat,-,-,75636,2989,93734
30/08/20,Haryana,-,-,50711,670,61987
30/08/20,Himachal Pradesh,-,-,4308,34,5781
30/08/20,Jammu and Kashmir,-,-,28020,685,36377
30/08/20,Jharkhand,-,-,25103,397,36857
30/08/20,Karnataka,-,-,235128,5483,327076
30/08/20,Kerala,-,-,48079,280,71701
30/08/20,Ladakh,-,-,1745,32,2603
30/08/20,Madhya Pradesh,-,-,46413,1345,60875
30/08/20,Maharashtra,-,-,554711,24103,764281
30/08/20,Manipur,-,-,4186,28,5960
30/08/20,Meghalaya,-,-,1035,10,2283
30/08/20,Mizoram,-,-,584,0,1008
30/08/20,Nagaland,-,-,2917,9,3851
30/08/20,Odisha,-,-,70714,470,97920
30/08/20,Puducherry,-,-,8511,211,13556
30/08/20,Punjab,-,-,34091,1348,50848
30/08/20,Rajasthan,-,-,62971,1030,78777
30/08/20,Sikkim,-,-,1195,3,1602
30/08/20,Tamil Nadu,-,-,355727,7137,415590
30/08/20,Telengana,-,-,90988,818,123090
30/08/20,Tripura,-,-,7232,98,11307
30/08/20,Uttarakhand,-,-,12586,250,18571
30/08/20,Uttar Pradesh,-,-,162741,3356,219457
30/08/20,West Bengal,-,-,127644,3126,156766
31/08/20,Andaman and Nicobar Islands,-,-,2586,45,3104
31/08/20,Andhra Pradesh,-,-,321754,3884,424767
31/08/20,Arunachal Pradesh,-,-,2822,7,4034
31/08/20,Assam,-,-,83927,296,105774
31/08/20,Bihar,-,-,117124,578,135035
31/08/20,Chandigarh,-,-,2296,52,4155
31/08/20,Chhattisgarh,-,-,16303,269,30092
31/08/20,Dadra and Nagar Haveli and Daman and Diu,-,-,2042,2,2340
31/08/20,Delhi,-,-,154171,4426,173390
31/08/20,Goa,-,-,13186,183,17004
31/08/20,Gujarat,-,-,76731,3006,95009
31/08/20,Haryana,-,-,51620,682,63282
31/08/20,Himachal Pradesh,-,-,4450,35,5945
31/08/20,Jammu and Kashmir,-,-,28510,694,37163
31/08/20,Jharkhand,-,-,26448,410,38435
